label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
K,0.3157081604003906,0.804606556892395,2.3978941499080975e-07,0.4139033854007721,0.7411922812461853,0.011261041276156902,0.4500567615032196,0.626117467880249,0.014782054349780083,0.4540400505065918,0.5158044695854187,0.020743027329444885,0.44603562355041504,0.4460352063179016,0.02757134847342968,0.41451460123062134,0.5139983892440796,-0.03106829524040222,0.4530671238899231,0.340923547744751,-0.02315167710185051,0.47068968415260315,0.3137096166610718,-0.008308243937790394,0.4762035608291626,0.3118080496788025,0.0026540581602603197,0.3567883372306824,0.48204198479652405,-0.0283827967941761,0.40864303708076477,0.35675233602523804,-0.011690432205796242,0.424805611371994,0.39512526988983154,0.009190147742629051,0.42388755083084106,0.44360148906707764,0.01864643394947052,0.3099510669708252,0.4864496886730194,-0.019952021539211273,0.3664258122444153,0.39608103036880493,0.0026233356911689043,0.37991687655448914,0.432958722114563,0.02349098026752472,0.37236008048057556,0.47626054286956787,0.029725907370448112,0.2726559042930603,0.5077004432678223,-0.010005580261349678,0.32557547092437744,0.4436626732349396,0.010918901301920414,0.34102463722229004,0.4754025936126709,0.029751289635896683,0.33754581212997437,0.5143007040023804,0.039489537477493286
L,0.3820476531982422,0.5632882118225098,8.609212045485037e-07,0.31280478835105896,0.4811721742153168,-0.07288531959056854,0.293415904045105,0.3895818889141083,-0.1235741674900055,0.2927813231945038,0.3113013803958893,-0.16621404886245728,0.2825225591659546,0.24435299634933472,-0.21045030653476715,0.4982234835624695,0.33234575390815735,-0.10451412200927734,0.5932096242904663,0.25017961859703064,-0.15639108419418335,0.6581185460090637,0.20172561705112457,-0.19606046378612518,0.7145848870277405,0.16212278604507446,-0.22459760308265686,0.5576152801513672,0.3639524281024933,-0.09970886260271072,0.6668713092803955,0.2765953838825226,-0.14650923013687134,0.7395051717758179,0.21543124318122864,-0.18390275537967682,0.8033716678619385,0.1627901792526245,-0.21191191673278809,0.5882988572120667,0.41121694445610046,-0.10005717724561691,0.6939542889595032,0.3358786702156067,-0.1400822252035141,0.7561904788017273,0.2831191122531891,-0.1731201559305191,0.8042004704475403,0.23463070392608643,-0.19736124575138092,0.602533221244812,0.4699467718601227,-0.1061817929148674,0.6853588819503784,0.42604967951774597,-0.14163482189178467,0.7286005020141602,0.388538658618927,-0.16365404427051544,0.7652362585067749,0.3495020568370819,-0.1790419965982437
M,0.4036727547645569,0.6498391628265381,9.893453807308106e-07,0.3268083333969116,0.576440155506134,-0.07901190221309662,0.2819245457649231,0.49077361822128296,-0.12468434125185013,0.23955819010734558,0.41245177388191223,-0.16008417308330536,0.20798718929290771,0.3550783097743988,-0.19483307003974915,0.4501963257789612,0.41381803154945374,-0.08333436399698257,0.5221190452575684,0.3293759524822235,-0.11619322746992111,0.5695620775222778,0.2789609432220459,-0.14448444545269012,0.6080275774002075,0.2385614514350891,-0.165804922580719,0.5069971084594727,0.43430233001708984,-0.06562512367963791,0.5819054245948792,0.3446328043937683,-0.09007889777421951,0.6329560875892639,0.2884698510169983,-0.11683527380228043,0.6753289699554443,0.2434181272983551,-0.1388973444700241,0.5475870370864868,0.46910572052001953,-0.054615385830402374,0.6127464175224304,0.39070838689804077,-0.07457003742456436,0.6548118591308594,0.34111201763153076,-0.10266152024269104,0.685870349407196,0.29873454570770264,-0.12523777782917023,0.5771699547767639,0.513903021812439,-0.050622906535863876,0.6301543116569519,0.45923489332199097,-0.07126336544752121,0.6575654745101929,0.4210319221019745,-0.08991152048110962,0.6762177348136902,0.3845634460449219,-0.10391044616699219
N,0.19474384188652039,0.5914570689201355,8.265403153018269e-07,0.12180829048156738,0.4979061186313629,-0.06745882332324982,0.0966024100780487,0.38855576515197754,-0.11135105043649673,0.08071422576904297,0.3019440770149231,-0.1501733809709549,0.0517520010471344,0.2348443567752838,-0.19051334261894226,0.30927780270576477,0.3121294677257538,-0.08055184036493301,0.4098093509674072,0.21398352086544037,-0.13206741213798523,0.48124194145202637,0.15893425047397614,-0.17370717227458954,0.5430896282196045,0.11449718475341797,-0.20398759841918945,0.37871262431144714,0.34216398000717163,-0.08234342932701111,0.4963735044002533,0.23616325855255127,-0.1258510798215866,0.5750951766967773,0.16436925530433655,-0.1632383018732071,0.6433075666427612,0.10268539190292358,-0.19172172248363495,0.42116060853004456,0.3919234275817871,-0.09191924333572388,0.5329684615135193,0.3019559383392334,-0.130963996052742,0.600696325302124,0.239705428481102,-0.16645781695842743,0.6520544290542603,0.18305470049381256,-0.19270768761634827,0.4457920491695404,0.4580223560333252,-0.10795655101537704,0.5316684246063232,0.40229934453964233,-0.14433835446834564,0.576813817024231,0.35627350211143494,-0.16748851537704468,0.6119527816772461,0.30805158615112305,-0.18391989171504974
O,0.23140594363212585,0.6599898338317871,7.58664043587487e-07,0.19267700612545013,0.5787554979324341,-0.03679715842008591,0.19053447246551514,0.50221848487854,-0.04823475703597069,0.19480988383293152,0.4413400888442993,-0.05869670957326889,0.17433829605579376,0.40233147144317627,-0.06779681146144867,0.3272293508052826,0.4878504276275635,0.039240770041942596,0.3904627859592438,0.44513028860092163,0.05603552982211113,0.4259527623653412,0.4248826503753662,0.0532207228243351,0.45190340280532837,0.40482965111732483,0.046750519424676895,0.3614203631877899,0.5157292485237122,0.05040169134736061,0.4261475205421448,0.46918296813964844,0.07527586817741394,0.46031224727630615,0.44257962703704834,0.07628664374351501,0.4865381717681885,0.4198837876319885,0.07295821607112885,0.38080576062202454,0.5457028746604919,0.053140416741371155,0.43938755989074707,0.5013183355331421,0.07478467375040054,0.47107020020484924,0.47497233748435974,0.07864131778478622,0.4940744638442993,0.4510156214237213,0.07738590985536575,0.38997721672058105,0.5825821161270142,0.04895738512277603,0.4413926601409912,0.5439406037330627,0.06537701189517975,0.4611034691333771,0.5175281763076782,0.07523701339960098,0.47620952129364014,0.4933639466762543,0.08000411093235016
P,0.3595051169395447,0.6892088055610657,2.1418344431367586e-07,0.4822956621646881,0.6635076999664307,0.008804257959127426,0.552427351474762,0.6117011904716492,0.019408565014600754,0.5468779802322388,0.5642407536506653,0.0344347208738327,0.4950907826423645,0.5508173108100891,0.05001884326338768,0.47801998257637024,0.5107306838035583,-0.025704745203256607,0.5270320177078247,0.4311317801475525,-0.00906854122877121,0.5471949577331543,0.38576751947402954,-3.8300713640637696e-05,0.5647598505020142,0.3525428771972656,0.0014693040866404772,0.4000023603439331,0.5030211806297302,-0.017400743439793587,0.4714494049549103,0.508037805557251,0.017962252721190453,0.48754140734672546,0.541630208492279,0.04004058986902237,0.4860513210296631,0.5660079121589661,0.04293737933039665,0.3450287878513336,0.5241676568984985,-0.00278905825689435,0.4112966060638428,0.5299315452575684,0.03181406110525131,0.431035578250885,0.555760383605957,0.042965117841959,0.4239861071109772,0.5794152021408081,0.037687405943870544,0.30970001220703125,0.5470359325408936,0.013122365809977055,0.3711884319782257,0.5510347485542297,0.03922836855053902,0.395396888256073,0.5728108882904053,0.05091802030801773,0.39648133516311646,0.5924496054649353,0.05281905084848404
Q,0.4363325834274292,0.4307522475719452,8.663220683047257e-07,0.5399982929229736,0.4111781418323517,-0.06084455922245979,0.6165400147438049,0.37659168243408203,-0.07912006229162216,0.6732420325279236,0.3475368618965149,-0.07803913205862045,0.7011853456497192,0.3221476376056671,-0.0675746351480484,0.5136703252792358,0.2550395131111145,-0.07165967673063278,0.6166508793830872,0.22961631417274475,-0.07405038923025131,0.6636411547660828,0.25009870529174805,-0.06717197597026825,0.6724801659584045,0.271896630525589,-0.058156006038188934,0.46312278509140015,0.23955322802066803,-0.034567806869745255,0.5644663572311401,0.17387473583221436,-0.04754761978983879,0.6274299621582031,0.19779852032661438,-0.04747580364346504,0.6521080732345581,0.23404382169246674,-0.04181234911084175,0.4347458481788635,0.24373331665992737,0.002934184158220887,0.5127205848693848,0.17962606251239777,-0.005286082625389099,0.5690521597862244,0.19662117958068848,-0.008871517144143581,0.5939657092094421,0.22505038976669312,-0.007930925115942955,0.42405396699905396,0.25766721367836,0.03729306533932686,0.4783037304878235,0.2155655324459076,0.030293384566903114,0.5226212739944458,0.22147239744663239,0.027655579149723053,0.5512795448303223,0.23699170351028442,0.029371831566095352
R,0.25316205620765686,0.561849057674408,7.669500519114081e-07,0.18781930208206177,0.4901105761528015,-0.05332522839307785,0.17601744830608368,0.4054977595806122,-0.06521105021238327,0.15641506016254425,0.335702508687973,-0.0702999159693718,0.11725011467933655,0.2972620725631714,-0.07598712295293808,0.3370097279548645,0.3748658001422882,0.002091735601425171,0.4041321277618408,0.32115307450294495,0.008019142784178257,0.446286678314209,0.290025532245636,-0.00028370824293233454,0.48214390873908997,0.2631804645061493,-0.01162048988044262,0.3816864788532257,0.4007895886898041,0.01603454351425171,0.45610129833221436,0.34396204352378845,0.02808821015059948,0.5010652542114258,0.3045222759246826,0.019756494089961052,0.5342022180557251,0.27346885204315186,0.008383630774915218,0.40720659494400024,0.4333333671092987,0.020991889759898186,0.47643065452575684,0.3799452781677246,0.012999465689063072,0.5081220269203186,0.34502869844436646,-0.017319511622190475,0.5282124876976013,0.3161337375640869,-0.042174965143203735,0.4187350273132324,0.4675735533237457,0.021028313785791397,0.4353979825973511,0.43680161237716675,-0.006833416875451803,0.41273826360702515,0.44181013107299805,-0.028668994084000587,0.3938213586807251,0.451687216758728,-0.04418405517935753
S,0.3086395263671875,0.6613770723342896,1.2244551044204854e-06,0.25526857376098633,0.591637372970581,-0.0787515640258789,0.24009490013122559,0.5046281218528748,-0.09882555156946182,0.22482863068580627,0.4375777840614319,-0.10564284026622772,0.18297526240348816,0.3958912193775177,-0.10952712595462799,0.377140074968338,0.47308602929115295,0.0012303788680583239,0.4419776499271393,0.4164143204689026,0.01701371744275093,0.48181024193763733,0.3825855255126953,0.012479118071496487,0.512420654296875,0.3549427390098572,0.004562638234347105,0.4149951934814453,0.49791261553764343,0.03655361011624336,0.4820185899734497,0.4422881007194519,0.06286322325468063,0.5244194269180298,0.4053371846675873,0.055324286222457886,0.5635457634925842,0.3773142397403717,0.04324772208929062,0.4356917142868042,0.5246357321739197,0.06155404448509216,0.49431073665618896,0.4747306704521179,0.08498211950063705,0.5327445864677429,0.44144460558891296,0.07206238806247711,0.5648297667503357,0.412599116563797,0.05530932918190956,0.44747576117515564,0.5546404123306274,0.07750407606363297,0.49630317091941833,0.5157007575035095,0.09521173685789108,0.5266351699829102,0.49337494373321533,0.09403042495250702,0.5549004077911377,0.47278550267219543,0.08705240488052368
T,0.7692225575447083,0.5288555026054382,-3.323734176774451e-07,0.6960758566856384,0.5753254890441895,-0.01620883122086525,0.611128032207489,0.5789876580238342,-0.017621049657464027,0.5521321892738342,0.5575746893882751,-0.010332551784813404,0.5360578894615173,0.5290619134902954,-0.0031608983408659697,0.5627950429916382,0.5062205195426941,-0.04035526514053345,0.4780377149581909,0.4692004919052124,-0.05182115361094475,0.42475631833076477,0.44621962308883667,-0.06751906871795654,0.386949360370636,0.4265044927597046,-0.08007239550352097,0.5931199193000793,0.46786633133888245,-0.01985374093055725,0.5514481067657471,0.4930896759033203,-0.0023545746225863695,0.5667863488197327,0.5196275115013123,0.013877232559025288,0.5931103229522705,0.5323335528373718,0.01857389137148857,0.6300266981124878,0.45262059569358826,0.0007754676626063883,0.5942766666412354,0.484793484210968,0.018160808831453323,0.6058030724525452,0.505058765411377,0.027821412310004234,0.6311773061752319,0.5172777771949768,0.02818455547094345,0.664138674736023,0.4478103816509247,0.020407630130648613,0.6331322193145752,0.4719701409339905,0.03169012814760208,0.640410304069519,0.48846375942230225,0.03846549242734909,0.6611316800117493,0.4996083676815033,0.04199030622839928
U,0.1707295924425125,0.6161797046661377,6.409499633264204e-07,0.13199487328529358,0.5418972969055176,-0.05993804335594177,0.1284065693616867,0.4697834551334381,-0.09134672582149506,0.13229316473007202,0.4046071767807007,-0.11808957159519196,0.11304321885108948,0.3498196601867676,-0.14498871564865112,0.27993643283843994,0.4314301908016205,-0.03559603914618492,0.34338903427124023,0.36891797184944153,-0.05314205586910248,0.38393425941467285,0.332719624042511,-0.07578738033771515,0.422815203666687,0.30036282539367676,-0.09651386737823486,0.32906532287597656,0.45472341775894165,-0.029203232377767563,0.4077242910861969,0.393165647983551,-0.0411832369863987,0.4573073089122772,0.35392919182777405,-0.0647759661078453,0.5010247230529785,0.31942763924598694,-0.08679571002721786,0.35848480463027954,0.49017757177352905,-0.03077244944870472,0.4374493360519409,0.44163626432418823,-0.043383754789829254,0.4873758554458618,0.4099339246749878,-0.07188550382852554,0.530157208442688,0.3791027367115021,-0.0966448038816452,0.3749944269657135,0.5325127840042114,-0.03880700096487999,0.4449228346347809,0.5033466815948486,-0.051717519760131836,0.4886089861392975,0.4828474521636963,-0.06879829615354538,0.5296006202697754,0.4609440863132477,-0.08499354869127274
V,0.28609415888786316,0.6080236434936523,6.54391612897598e-07,0.22834956645965576,0.525079071521759,-0.05621835216879845,0.21654173731803894,0.436232328414917,-0.09372854232788086,0.2241414189338684,0.35443025827407837,-0.1266416609287262,0.21233415603637695,0.28496724367141724,-0.16006344556808472,0.39587825536727905,0.39710140228271484,-0.061862677335739136,0.47494834661483765,0.3238847553730011,-0.09309583157300949,0.5269932746887207,0.28015798330307007,-0.11846218258142471,0.575758695602417,0.2433522492647171,-0.13978208601474762,0.45678257942199707,0.4265053868293762,-0.06264563649892807,0.5590243935585022,0.35022982954978943,-0.0896889716386795,0.6241077780723572,0.3046668469905853,-0.11565233021974564,0.6826775074005127,0.26758742332458496,-0.13753516972064972,0.4924194812774658,0.47249412536621094,-0.06902136653661728,0.593133807182312,0.41283202171325684,-0.09798483550548553,0.6587653756141663,0.37691059708595276,-0.12483205646276474,0.7133782505989075,0.3433689773082733,-0.14582514762878418,0.5118504762649536,0.5290898084640503,-0.08007480949163437,0.5980533361434937,0.501605749130249,-0.10674508661031723,0.6541721820831299,0.482133150100708,-0.12348048388957977,0.7047896385192871,0.46075350046157837,-0.13642598688602448
W,0.44124096632003784,0.6026544570922852,4.608349684076529e-07,0.4225146174430847,0.6463098526000977,-0.1852751076221466,0.4369494318962097,0.6656208038330078,-0.2930014431476593,0.45356398820877075,0.6784571409225464,-0.3584164083003998,0.4510430693626404,0.6680980324745178,-0.4276391565799713,0.5338049530982971,0.5789762735366821,-0.3501105010509491,0.5952982306480408,0.5386241674423218,-0.45588478446006775,0.6366164684295654,0.5056531429290771,-0.5305222272872925,0.6726202368736267,0.4669380486011505,-0.5818332433700562,0.5457701683044434,0.5514065623283386,-0.2806851267814636,0.5302499532699585,0.48848259449005127,-0.3900100886821747,0.48841235041618347,0.4448818862438202,-0.46382734179496765,0.4589805603027344,0.40470826625823975,-0.5191798210144043,0.5411266088485718,0.5291274189949036,-0.20907969772815704,0.5066622495651245,0.4745243787765503,-0.3086889088153839,0.45951929688453674,0.4286690056324005,-0.38057175278663635,0.4212086796760559,0.3908452093601227,-0.4259393513202667,0.5348053574562073,0.5137403607368469,-0.14409740269184113,0.5091428756713867,0.4698578715324402,-0.21470384299755096,0.477067232131958,0.4430446922779083,-0.2604489028453827,0.4465366005897522,0.4173663258552551,-0.2944177985191345
